Date,Pond,Location,Replicate,Total_Cover_percentage,Plant_height,Taxa,Percentage,Treatment,Treatment2,Treatment3
6/15/23,123,Center,4,80,0.69,Coontail,0,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Elodea,100,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Potamogeton,0,Panel,Before,Before
6/15/23,123,Center,4,80,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Coontail,0,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Elodea,50,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Millfoil,30,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Water_marigold,0,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Potamogeton,20,Panel,Before,Before
6/15/23,124,Edge,1,60,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Coontail,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Elodea,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Water_marigold,100,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Edge,2,60,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Coontail,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Elodea,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Water_marigold,100,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Edge,3,70,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Coontail,0,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Elodea,10,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Millfoil,20,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Water_marigold,70,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Edge,4,70,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Center,1,90,0.61,Coontail,0,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Elodea,100,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Water_marigold,0,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Center,1,90,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Center,2,90,0.61,Coontail,0,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Elodea,100,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Water_marigold,0,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Center,2,90,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Center,3,80,0.69,Coontail,0,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Elodea,100,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Water_marigold,0,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Center,3,80,NA,Emergent,0,Panel,Before,Before
6/15/23,124,Center,4,100,0.84,Coontail,0,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Elodea,100,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Millfoil,0,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Pondweed,0,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Water_marigold,0,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Potamogeton,0,Panel,Before,Before
6/15/23,124,Center,4,100,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Coontail,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Elodea,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Water_marigold,100,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Edge,1,70,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Coontail,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Elodea,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Water_marigold,100,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Edge,2,80,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Coontail,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Elodea,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Water_marigold,100,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Edge,3,65,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Coontail,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Elodea,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Water_marigold,100,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Edge,4,80,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Center,1,100,0.84,Coontail,0,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Elodea,100,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Water_marigold,0,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Center,1,100,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Center,2,100,0.99,Coontail,0,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Elodea,100,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Water_marigold,0,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Center,2,100,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Center,3,95,0.76,Coontail,0,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Elodea,100,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Water_marigold,0,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Center,3,95,NA,Emergent,0,Panel,Before,Before
6/15/23,125,Center,4,95,0.53,Coontail,0,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Elodea,100,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Millfoil,0,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Pondweed,0,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Water_marigold,0,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Potamogeton,0,Panel,Before,Before
6/15/23,125,Center,4,95,NA,Emergent,0,Panel,Before,Before
6/15/23,128,Edge,1,10,NA,Coontail,0,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Elodea,0,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Potamogeton,100,Control,Before,Before
6/15/23,128,Edge,1,10,NA,Emergent,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Coontail,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Elodea,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Edge,2,0,NA,Emergent,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Coontail,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Elodea,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Edge,3,15,NA,Emergent,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Coontail,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Elodea,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Potamogeton,100,Control,Before,Before
6/15/23,128,Edge,4,20,NA,Emergent,0,Control,Before,Before
6/15/23,128,Center,1,70,0.76,Coontail,0,Control,Before,Before
6/15/23,128,Center,1,70,NA,Elodea,90,Control,Before,Before
6/15/23,128,Center,1,70,NA,Millfoil,10,Control,Before,Before
6/15/23,128,Center,1,70,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Center,1,70,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Center,1,70,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Center,1,70,NA,Emergent,0,Control,Before,Before
6/15/23,128,Center,2,50,0.23,Coontail,0,Control,Before,Before
6/15/23,128,Center,2,50,NA,Elodea,100,Control,Before,Before
6/15/23,128,Center,2,50,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Center,2,50,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Center,2,50,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Center,2,50,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Center,2,50,NA,Emergent,0,Control,Before,Before
6/15/23,128,Center,3,60,0.23,Coontail,0,Control,Before,Before
6/15/23,128,Center,3,60,NA,Elodea,100,Control,Before,Before
6/15/23,128,Center,3,60,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Center,3,60,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Center,3,60,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Center,3,60,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Center,3,60,NA,Emergent,0,Control,Before,Before
6/15/23,128,Center,4,80,0.08,Coontail,0,Control,Before,Before
6/15/23,128,Center,4,80,NA,Elodea,100,Control,Before,Before
6/15/23,128,Center,4,80,NA,Millfoil,0,Control,Before,Before
6/15/23,128,Center,4,80,NA,Pondweed,0,Control,Before,Before
6/15/23,128,Center,4,80,NA,Water_marigold,0,Control,Before,Before
6/15/23,128,Center,4,80,NA,Potamogeton,0,Control,Before,Before
6/15/23,128,Center,4,80,NA,Emergent,0,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Coontail,0,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Elodea,50,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Potamogeton,50,Control,Before,Before
6/15/23,131,Edge,1,60,NA,Emergent,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Coontail,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Elodea,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Edge,2,0,NA,Emergent,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Coontail,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Elodea,100,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Edge,3,20,NA,Emergent,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Coontail,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Elodea,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Water_marigold,100,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Edge,4,60,NA,Emergent,0,Control,Before,Before
6/15/23,131,Center,1,70,0.76,Coontail,0,Control,Before,Before
6/15/23,131,Center,1,70,NA,Elodea,100,Control,Before,Before
6/15/23,131,Center,1,70,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Center,1,70,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Center,1,70,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Center,1,70,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Center,1,70,NA,Emergent,0,Control,Before,Before
6/15/23,131,Center,2,70,0.23,Coontail,0,Control,Before,Before
6/15/23,131,Center,2,70,NA,Elodea,100,Control,Before,Before
6/15/23,131,Center,2,70,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Center,2,70,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Center,2,70,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Center,2,70,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Center,2,70,NA,Emergent,0,Control,Before,Before
6/15/23,131,Center,3,70,0.23,Coontail,0,Control,Before,Before
6/15/23,131,Center,3,70,NA,Elodea,100,Control,Before,Before
6/15/23,131,Center,3,70,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Center,3,70,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Center,3,70,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Center,3,70,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Center,3,70,NA,Emergent,0,Control,Before,Before
6/15/23,131,Center,4,70,0.08,Coontail,0,Control,Before,Before
6/15/23,131,Center,4,70,NA,Elodea,100,Control,Before,Before
6/15/23,131,Center,4,70,NA,Millfoil,0,Control,Before,Before
6/15/23,131,Center,4,70,NA,Pondweed,0,Control,Before,Before
6/15/23,131,Center,4,70,NA,Water_marigold,0,Control,Before,Before
6/15/23,131,Center,4,70,NA,Potamogeton,0,Control,Before,Before
6/15/23,131,Center,4,70,NA,Emergent,0,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Coontail,0,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Elodea,0,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Millfoil,0,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Water_marigold,80,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Potamogeton,20,Control,Before,Before
6/15/23,132,Edge,1,80,NA,Emergent,0,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Coontail,0,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Elodea,0,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Millfoil,40,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Water_marigold,40,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Potamogeton,20,Control,Before,Before
6/15/23,132,Edge,2,60,NA,Emergent,0,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Coontail,0,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Elodea,70,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Millfoil,30,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Edge,3,50,NA,Emergent,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Coontail,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Elodea,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Millfoil,100,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Edge,4,60,NA,Emergent,0,Control,Before,Before
6/15/23,132,Center,1,95,1.14,Coontail,0,Control,Before,Before
6/15/23,132,Center,1,95,NA,Elodea,90,Control,Before,Before
6/15/23,132,Center,1,95,NA,Millfoil,10,Control,Before,Before
6/15/23,132,Center,1,95,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Center,1,95,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Center,1,95,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Center,1,95,NA,Emergent,0,Control,Before,Before
6/15/23,132,Center,2,95,0.99,Coontail,0,Control,Before,Before
6/15/23,132,Center,2,95,NA,Elodea,100,Control,Before,Before
6/15/23,132,Center,2,95,NA,Millfoil,0,Control,Before,Before
6/15/23,132,Center,2,95,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Center,2,95,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Center,2,95,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Center,2,95,NA,Emergent,0,Control,Before,Before
6/15/23,132,Center,3,100,1.14,Coontail,0,Control,Before,Before
6/15/23,132,Center,3,100,NA,Elodea,100,Control,Before,Before
6/15/23,132,Center,3,100,NA,Millfoil,0,Control,Before,Before
6/15/23,132,Center,3,100,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Center,3,100,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Center,3,100,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Center,3,100,NA,Emergent,0,Control,Before,Before
6/15/23,132,Center,4,90,1.22,Coontail,0,Control,Before,Before
6/15/23,132,Center,4,90,NA,Elodea,100,Control,Before,Before
6/15/23,132,Center,4,90,NA,Millfoil,0,Control,Before,Before
6/15/23,132,Center,4,90,NA,Pondweed,0,Control,Before,Before
6/15/23,132,Center,4,90,NA,Water_marigold,0,Control,Before,Before
6/15/23,132,Center,4,90,NA,Potamogeton,0,Control,Before,Before
6/15/23,132,Center,4,90,NA,Emergent,0,Control,Before,Before
7/28/23,123,Edge,1,100,NA,Coontail,0,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Elodea,0,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Potamogeton,100,Panel,After,Construction
7/28/23,123,Edge,1,100,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Coontail,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Elodea,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Potamogeton,70,Panel,After,Construction
7/28/23,123,Edge,2,100,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Coontail,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Elodea,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Potamogeton,100,Panel,After,Construction
7/28/23,123,Edge,3,100,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Coontail,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Elodea,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Potamogeton,100,Panel,After,Construction
7/28/23,123,Edge,4,100,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Center,1,100,1.75,Coontail,0,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Elodea,100,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Potamogeton,0,Panel,After,Construction
7/28/23,123,Center,1,100,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Center,2,80,1.75,Coontail,0,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Elodea,100,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Potamogeton,0,Panel,After,Construction
7/28/23,123,Center,2,80,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Center,3,90,1.5,Coontail,0,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Elodea,100,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Potamogeton,0,Panel,After,Construction
7/28/23,123,Center,3,90,NA,Emergent,0,Panel,After,Construction
7/28/23,123,Center,4,100,1.5,Coontail,0,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Elodea,100,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Potamogeton,0,Panel,After,Construction
7/28/23,123,Center,4,100,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Coontail,0,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Elodea,0,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Millfoil,70,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Potamogeton,30,Panel,After,Construction
7/28/23,124,Edge,1,80,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Coontail,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Elodea,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Millfoil,100,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Potamogeton,0,Panel,After,Construction
7/28/23,124,Edge,2,100,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Coontail,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Elodea,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Millfoil,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Potamogeton,100,Panel,After,Construction
7/28/23,124,Edge,3,70,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Coontail,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Elodea,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Millfoil,100,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Potamogeton,0,Panel,After,Construction
7/28/23,124,Edge,4,40,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Center,1,100,1.75,Coontail,0,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Elodea,100,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Potamogeton,0,Panel,After,Construction
7/28/23,124,Center,1,100,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Center,2,100,1.75,Coontail,0,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Elodea,100,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Millfoil,0,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Pondweed,0,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Water_marigold,0,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Potamogeton,0,Panel,After,Construction
7/28/23,124,Center,2,100,NA,Emergent,0,Panel,After,Construction
7/28/23,124,Center,3,100,1.75,Coontail,0,Panel,After,Construction
7/28/23,124,Center,3,100,NA,Elodea,100,Panel,After,Construction
